#V2 CNUM  V1 CNUM    GLON      GLAT   V2 Field
#---------------------------------------------
   7438        0  211.7261  -19.2385    orionAspine
   7439        0  211.7791  -19.2905    orionAspine
   7440        0  211.8214  -19.2805    orionAspine
   7441        0  211.8808  -19.3545    orionAspine
   7442        0  211.9041  -19.3605    orionAspine
   7443        0  211.9402  -19.3545    orionAspine
   7444        0  211.9974  -19.3685    orionAspine
   7445        0  212.0121  -19.2564    orionAspine
   7446        0  212.0144  -19.3864    orionAspine
   7447        0  212.0271  -19.3944    orionAspine
   7448        0  212.0333  -19.2944    orionAspine
   7449        0  212.0500  -19.1164    orionAspine
   7450        0  212.0524  -19.2984    orionAspine
   7451        0  212.0736  -19.3044    orionAspine
   7452        0  212.0797  -19.1403    orionAspine
   7453        0  212.0797  -19.1623    orionAspine
   7454        0  212.1072  -19.1383    orionAspine
   7455        0  212.1073  -19.1703    orionAspine
   7456        0  212.1267  -19.3563    orionAspine
   7457        0  212.1284  -19.1463    orionAspine
   7458        0  212.1309  -19.3463    orionAspine
   7459        0  212.1602  -19.1542    orionAspine
   7460        0  212.1666  -19.1762    orionAspine
   7461        0  212.2221  -19.3621    orionAspine
   7462        0  212.2259  -19.1821    orionAspine
   7463        0  212.2433  -19.3620    orionAspine
   7464        0  212.2454  -19.3480    orionAspine
   7465        0  212.2474  -19.3200    orionAspine
   7466        0  212.2620  -19.2100    orionAspine
   7467        0  212.2623  -19.3140    orionAspine
   7468        0  212.2683  -19.1900    orionAspine
   7469        0  212.2725  -19.2020    orionAspine
   7470        0  212.2744  -19.0980    orionAspine
   7471        0  212.3002  -19.2459    orionAspine
   7472        0  212.3086  -19.2179    orionAspine
   7473        0  212.3127  -19.1919    orionAspine
   7474        0  212.3222  -19.5198    orionAspine
   7475        0  212.3361  -19.1998    orionAspine
   7476        0  212.3600  -19.4037    orionAspine
   7477        0  212.4073  -18.9836    orionAspine
   7478        0  212.5277  -18.9431    orionAspine
   7479        0  212.5448  -19.4551    orionAspine
   7480        0  212.6261  -19.1827    orionAspine
   7481        0  212.6273  -18.9907    orionAspine
   7482        0  212.6346  -19.1847    orionAspine
   7483        0  212.8586  -19.4476    orionAspine
   7484        0  212.8778  -19.4594    orionAspine
   7485        0  212.8949  -19.4753    orionAspine
   7486        0  212.9026  -19.0413    orionAspine
   7487        0  212.9492  -18.4510    orionAspine
   7488        0  212.9548  -12.2469    monr2
   7489        0  212.9625  -19.1449    orionAspine
   7490        0  212.9646  -19.1369    orionAspine
   7491        0  212.9811  -19.0708    orionAspine
   7492        0  212.9833  -19.3808    orionAspine
   7493        0  212.9834  -19.1068    orionAspine
   7494        0  213.0045  -19.3827    orionAspine
   7495        0  213.0113  -19.4406    orionAspine
   7496        0  213.0133  -19.4266    orionAspine
   7497        0  213.0200  -19.1866    orionAspine
   7498        0  213.0777  -19.2462    orionAspine
   7499        0  213.0914  -19.6461    orionAspine
   7500        0  213.1026  -19.7200    orionAspine
   7501        0  213.1030  -19.2400    orionAspine
   7502        0  213.1053  -19.2560    orionAspine
   7503        0  213.1106  -19.1239    orionAspine
   7504        0  213.1127  -19.1179    orionAspine
   7505        0  213.1154  -19.1959    orionAspine
   7506        0  213.1689  -19.2615    orionAspine
   7507        0  213.2128  -18.9492    orionAspine
   7508        0  213.3363  -12.5984    monr2
   7509        0  213.5086  -12.5209    monr2
   7510        0  213.6946  -12.6953    monr2
   7511        0  213.7029  -12.6593    monr2
   7512        0  213.7050  -12.6033    monr2
   7513        0  213.7666  -12.5434    monr2
   7514        0  213.7686  -12.6054    monr2
   7515        0  213.7728  -12.5274    monr2
   7516        0  213.8763  -11.7896    monr2
   7517        0  213.8782  -11.8356    monr2
   7518        0  213.8844  -11.7916    monr2
   7519        0  213.8947  -11.7756    monr2
   7520        0  213.9049  -11.7596    monr2
   7521        0  213.9172  -11.7536    monr2
   7522        0  214.0811  -19.6485    orionAspine
   7523        0  214.1114  -11.4238    monr2
   7524        0  214.1155  -11.4198    monr2
   7525        0  214.1277  -11.4058    monr2
   7526        0  214.1618  -12.8858    monr2
   7527        0  214.1866  -12.4338    monr2
   7528        0  214.1924  -13.4018    monr2
   7529        0  214.2137  -19.8549    orionAspine
   7530        0  214.2974  -19.9098    orionAspine
   7531        0  214.3013  -12.6559    monr2
   7532        0  214.3016  -19.9057    orionAspine
   7533        0  217.0434   -0.0566    l217
   7534        0  217.2594   -0.0286    l217
   7535        0  217.3014   -0.0526    l217
   7536        0  217.3754   -0.0806    l217
   7537        0  217.4954   -0.0746    l217
   7538        0  217.6294   -0.1826    l217
   7539        0  218.0234   -0.3146    l217
   7540        0  218.0434   -0.3246    l217
   7541        0  218.0514   -0.1166    l217
   7542        0  218.1014   -0.3646    l217
   7543        0  218.1414   -0.5166    l217
   7544        0  218.1534   -0.6386    l217
   7545        0  218.1654   -0.3546    l217
   7546        0  218.1754   -0.3706    l217
   7547        0  218.1934   -0.3826    l217
   7548        0  349.4586    0.1648    l351
   7549     7515  349.4866    0.1228    l351
   7550     7516  349.4926    0.0908    l351
   7551     7517  349.4986    0.0068    l351
   7552     7515  349.5006    0.1188    l351
   7553     7518  349.5246    0.0988    l351
   7554     7519  349.5266    0.2048    l351
   7555     7521  349.6166   -0.1872    l351
   7556     7521  349.6226   -0.2032    l351
   7557     7522  349.6306   -0.1632    l351
   7558     7523  349.7006   -0.1772    l351
   7559     7524  349.7226    0.1208    l351
   7560     7525  349.7286    0.1728    l351
   7561     7526  349.7666    0.2148    l351
   7562     7527  349.7746    0.0188    l351
   7563        0  349.7886    0.5068    l351
   7564     7528  349.7966    0.1088    l351
   7565     7529  349.8066    0.0428    l351
   7566     7531  349.8366   -0.5272    l351
   7567        0  349.8806    0.1248    l351
   7568        0  349.8826    0.0608    l351
   7569        0  349.8846    0.2308    l351
   7570     7532  349.8926    0.0908    l351
   7571     7534  349.9286    0.0808    l351
   7572     7539  349.9746   -0.5112    l351
   7573     7537  349.9866    0.4848    l351
   7574     7538  349.9886   -0.5552    l351
   7575     7539  349.9986   -0.4992    l351
   7576     7540  350.0146    0.4328    l351
   7577     7541  350.0186   -0.5192    l351
   7578     7543  350.0606    0.1888    l351
   7579     7544  350.1066    0.2348    l351
   7580     7545  350.1106    0.0888    l351
   7581     7544  350.1126    0.2188    l351
   7582     7546  350.1206    0.0608    l351
   7583        0  350.1206    0.1168    l351
   7584        0  350.1566    0.0708    l351
   7585     7549  350.1786    0.0148    l351
   7586     7552  350.2186    0.0588    l351
   7587     7553  350.2206    0.1128    l351
   7588        0  350.2226    0.0148    l351
   7589        0  350.2266    0.0128    l351
   7590        0  350.2386   -0.4572    l351
   7591     7554  350.2426    0.1068    l351
   7592     7555  350.2446    0.0668    l351
   7593     7557  350.2726    0.1208    l351
   7594     7556  350.2726   -0.5012    l351
   7595     7558  350.2966    0.1228    l351
   7596     7559  350.3306    0.1008    l351
   7597     7560  350.3406    0.1408    l351
   7598     7561  350.3446    0.1168    l351
   7599     7562  350.3546    0.1628    l351
   7600     7563  350.3566   -0.0632    l351
   7601     7564  350.3646    0.1848    l351
   7602        0  350.3786   -0.4112    l351
   7603     7565  350.3986   -0.0552    l351
   7604     7565  350.4126   -0.0632    l351
   7605     7566  350.4326   -0.4172    l351
   7606     7567  350.4366    0.2448    l351
   7607        0  350.4706   -0.4132    l351
   7608        0  350.4746   -0.0852    l351
   7609     7568  350.5066   -0.3912    l351
   7610     7570  350.5166   -0.2732    l351
   7611     7571  350.5226   -0.3492    l351
   7612     7570  350.5226   -0.2712    l351
   7613     7573  350.5366   -0.2332    l351
   7614     7570  350.5386   -0.2572    l351
   7615        0  350.5566   -0.3572    l351
   7616     7575  350.5806    0.3688    l351
   7617        0  350.6586   -0.3312    l351
   7618        0  350.6626   -0.3312    l351
   7619     7576  350.6786   -0.2952    l351
   7620     7577  350.6886   -0.4892    l351
   7621     7578  350.6966   -0.4592    l351
   7622     7579  350.7006    0.0308    l351
   7623        0  350.7126   -0.4392    l351
   7624     7581  350.7206    0.0488    l351
   7625     7582  350.7286   -0.3132    l351
   7626     7582  350.7286   -0.2972    l351
   7627     7583  350.7326    0.4568    l351
   7628     7586  350.7406   -0.1972    l351
   7629     7586  350.7466   -0.1972    l351
   7630     7587  350.7606    0.4828    l351
   7631     7589  350.7746   -0.0812    l351
   7632        0  350.7786   -0.1252    l351
   7633     7591  350.7826   -0.0272    l351
   7634     7592  350.7946    0.4988    l351
   7635     7593  350.8106    0.4928    l351
   7636     7594  350.8146   -0.3472    l351
   7637     7595  350.8166    0.5148    l351
   7638     7596  350.8686    0.2428    l351
   7639        0  350.8706   -0.5012    l351
   7640     7598  350.9346   -0.4092    l351
   7641     7599  350.9546   -0.3872    l351
   7642     7600  350.9546    0.5528    l351
   7643     7601  350.9606   -0.3732    l351
   7644        0  350.9606    0.5048    l351
   7645        0  350.9746   -0.5152    l351
   7646     7602  350.9746   -0.3572    l351
   7647     7604  350.9806   -0.5372    l351
   7648     7605  351.0406   -0.3352    l351
   7649     7606  351.1726    0.1828    l351
   7650     7607  351.1766    0.2888    l351
   7651     7607  351.1946    0.2968    l351
   7652        0  351.1966    0.2388    l351
   7653        0  351.1986    0.2368    l351
   7654        0  351.1986    0.4708    l351
   7655     7608  351.2046   -0.1232    l351
   7656     7609  351.2086    0.3488    l351
   7657     7610  351.2146    0.5048    l351
   7658     7614  351.2626    0.2028    l351
   7659     7615  351.2886   -0.1432    l351
   7660        0  351.2946   -0.1272    l351
   7661        0  351.3586    0.3388    l351
   7662     7618  351.3826   -0.1792    l351
   7663     7619  351.3886    0.0848    l351
   7664     7621  351.4666   -0.4572    l351
   7665     7622  351.4686    0.2548    l351
   7666        0  351.4786   -0.4952    l351
   7667     7623  351.4906    0.2488    l351
   7668     7624  351.5066   -0.3892    l351
   7669        0  351.5146   -0.4712    l351
   7670     7625  351.5286    0.1968    l351
   7671     7626  351.5306   -0.3532    l351
   7672     7627  351.5326   -0.5552    l351
   7673        0  351.5326    0.2548    l351
   7674        0  351.5366   -0.5752    l351
   7675        0  351.5406   -0.5512    l351
   7676     7628  351.5566    0.2068    l351
   7677     7629  351.5586   -0.4532    l351
   7678     7632  351.5826   -0.3512    l351
   7679        0  351.5886    0.1548    l351
   7680     7633  351.5986   -0.4972    l351
   7681     7633  351.6006   -0.4972    l351
   7682        0  351.6006    0.2068    l351
   7683     7635  351.6126    0.1648    l351
   7684        0  351.6246   -0.4552    l351
   7685        0  351.6266   -0.3232    l351
   7686     7636  351.6366   -0.4192    l351
   7687        0  351.6366   -0.3652    l351
   7688     7637  351.6406   -0.3012    l351
   7689        0  351.6526    0.5248    l351
   7690     7638  351.6566    0.1728    l351
   7691        0  351.6646   -0.2432    l351
   7692     7639  351.6866    0.0608    l351
   7693     7640  351.6906    0.1728    l351
   7694        0  351.6926   -0.5352    l351
   7695     7641  351.7166    0.1708    l351
   7696     7642  351.7246   -0.3352    l351
   7697        0  351.7266   -0.5392    l351
   7698        0  351.7446   -0.5772    l351
   7699     7643  351.7566    0.1028    l351
   7700     7645  351.7766   -0.5372    l351
   7701     7646  351.7846   -0.5152    l351
   7702     7647  351.7886    0.2128    l351
   7703     7651  351.8046   -0.4472    l351
   7704     7647  351.8126    0.2288    l351
   7705     7652  351.8146   -0.1472    l351
   7706     7653  351.8326   -0.1732    l351
   7707     7654  351.8566   -0.1332    l351
   7708     7654  351.8606   -0.1232    l351
   7709     7655  351.8646   -0.2232    l351
   7710     7656  351.8826   -0.3652    l351
   7711     7657  351.8886    0.1928    l351
   7712     7660  351.9226    0.1168    l351
   7713     7661  351.9426   -0.2352    l351
   7714     7663  351.9586   -0.2412    l351
   7715     7662  351.9606   -0.2732    l351
   7716     7664  351.9866    0.2408    l351
   7717        0  352.0266    0.2028    l351
   7718     7666  352.0346   -0.2492    l351
   7719     7669  352.0646   -0.2512    l351
   7720     7670  352.0766   -0.3872    l351
   7721     7672  352.0866   -0.2652    l351
   7722        0  352.0886    0.2228    l351
   7723     7673  352.0966   -0.1232    l351
   7724     7674  352.0986    0.1628    l351
   7725     7676  352.1086    0.5268    l351
   7726     7678  352.1126   -0.2812    l351
   7727     7678  352.1186   -0.2832    l351
   7728        0  352.1226    0.0788    l351
   7729     7679  352.1246   -0.1432    l351
   7730     7680  352.1246   -0.1392    l351
   7731        0  352.1286    0.2168    l351
   7732     7680  352.1306   -0.1472    l351
   7733        0  352.1526   -0.1672    l351
   7734     7682  352.1546    0.4288    l351
   7735     7681  352.1586   -0.1392    l351
   7736     7683  352.1586    0.4028    l351
   7737     7684  352.1606    0.2008    l351
   7738        0  352.1786   -0.0732    l351
   7739     7686  352.2086   -0.0992    l351
   7740     7687  352.2146    0.3508    l351
   7741     7686  352.2186   -0.0892    l351
   7742     7689  352.2206   -0.0392    l351
   7743     7690  352.2226   -0.0192    l351
   7744     7692  352.2386   -0.1612    l351
   7745        0  352.2406   -0.0412    l351
   7746     7693  352.2466   -0.0632    l351
   7747     7695  352.2626   -0.4372    l351
   7748        0  352.2626   -0.1772    l351
   7749        0  352.2626    0.1568    l351
   7750     7696  352.2646   -0.2852    l351
   7751        0  352.2806   -0.1812    l351
   7752        0  352.2906    0.1408    l351
   7753     7697  352.3166   -0.4432    l351
   7754     7698  352.3506    0.4068    l351
   7755        0  352.3566   -0.4752    l351
   7756        0  352.3566   -0.4732    l351
   7757     7700  352.3766   -0.1112    l351
   7758     7702  352.3806   -0.3912    l351
   7759     7701  352.3826   -0.5172    l351
   7760     7704  352.3926   -0.0652    l351
   7761     7701  352.3986   -0.5132    l351
   7762     7707  352.4106   -0.1752    l351
   7763        0  352.4306   -0.2012    l351
   7764     7710  352.4711   -0.1872    l354
   7765     7711  352.5191   -0.1572    l354
   7766     7711  352.5191   -0.1472    l354
   7767     7714  352.5831   -0.1872    l354
   7768     7714  352.6011   -0.1792    l354
   7769     7715  352.6051   -0.2272    l354
   7770     7716  352.6071   -0.1932    l354
   7771     7717  352.6131    0.1708    l354
   7772        0  352.6451   -0.2252    l354
   7773     7719  352.6491   -0.3452    l354
   7774     7720  352.6711   -0.3512    l354
   7775        0  352.6731    0.1428    l354
   7776     7721  352.6851   -0.1212    l354
   7777     7723  352.7611   -0.0432    l354
   7778     7727  352.8551    0.2808    l354
   7779     7725  352.8571   -0.2032    l354
   7780        0  352.8691   -0.0972    l354
   7781     7726  352.8711   -0.1432    l354
   7782     7727  352.8731    0.2868    l354
   7783     7728  352.8731   -0.5172    l354
   7784        0  352.9051   -0.0992    l354
   7785        0  352.9511    0.3348    l354
   7786     7730  352.9651    0.3808    l354
   7787     7731  352.9711    0.3548    l354
   7788     7732  353.0111   -0.0392    l354
   7789     7732  353.0211   -0.0372    l354
   7790        0  353.0331   -0.2012    l354
   7791     7745  353.0691    0.4508    l354
   7792     7744  353.0711    0.4748    l354
   7793     7748  353.0891    0.4408    l354
   7794     7749  353.1151    0.3668    l354
   7795        0  353.1351    0.3048    l354
   7796     7751  353.2151   -0.2472    l354
   7797     7753  353.2551   -0.1712    l354
   7798        0  353.2611   -0.4752    l354
   7799        0  353.2651   -0.4692    l354
   7800     7755  353.2671   -0.1892    l354
   7801     7754  353.2671   -0.1832    l354
   7802     7758  353.2991   -0.2872    l354
   7803     7758  353.3151   -0.2612    l354
   7804     7761  353.3431   -0.2912    l354
   7805     7762  353.3531   -0.1132    l354
   7806     7764  353.3631   -0.1692    l354
   7807     7766  353.3731   -0.0952    l354
   7808     7767  353.3811   -0.3352    l354
   7809     7768  353.3871    0.4308    l354
   7810     7769  353.3911   -0.2292    l354
   7811     7770  353.3991   -0.0712    l354
   7812     7771  353.4131   -0.3632    l354
   7813        0  353.4171   -0.0352    l354
   7814     7772  353.4291   -0.0912    l354
   7815     7773  353.4311   -0.1932    l354
   7816     7779  353.5291   -0.0052    l354
   7817     7777  353.5391   -0.4692    l354
   7818     7776  353.5411   -0.0932    l354
   7819     7778  353.5451   -0.0572    l354
   7820     7779  353.5471   -0.0192    l354
   7821     7780  353.5511   -0.0792    l354
   7822     7781  353.5771   -0.0872    l354
   7823     7782  353.5991   -0.4592    l354
   7824     7785  353.6311   -0.0032    l354
   7825     7788  353.6431   -0.0152    l354
   7826        0  353.6471    0.0128    l354
   7827     7791  353.8331    0.2648    l354
   7828     7792  353.8531    0.2248    l354
   7829     7792  353.8711    0.2388    l354
   7830     7793  353.9191    0.2548    l354
   7831     7794  353.9771    0.2548    l354
   7832     7796  354.0011    0.3448    l354
   7833     7799  354.0691    0.0068    l354
   7834        0  354.1371   -0.0612    l354
   7835     7801  354.1391    0.0888    l354
   7836     7802  354.1551    0.0968    l354
   7837     7804  354.1911   -0.0632    l354
   7838     7806  354.2071   -0.0392    l354
   7839        0  354.2171   -0.0652    l354
   7840     7807  354.2331    0.0308    l354
   7841     7809  354.2531    0.1208    l354
   7842     7810  354.3091   -0.1132    l354
   7843     7811  354.3451    0.4708    l354
   7844     7811  354.3511    0.4688    l354
   7845     7812  354.3571   -0.0012    l354
   7846     7813  354.3651    0.2588    l354
   7847     7816  354.3871    0.4308    l354
   7848     7819  354.3931    0.4148    l354
   7849     7817  354.4031    0.4768    l354
   7850     7818  354.4051    0.4928    l354
   7851     7819  354.4071    0.4148    l354
   7852     7820  354.4191    0.0308    l354
   7853     7819  354.4211    0.4068    l354
   7854     7821  354.4391    0.4188    l354
   7855     7821  354.4411    0.4228    l354
   7856     7823  354.4511    0.4168    l354
   7857     7823  354.4611    0.4008    l354
   7858        0  354.4671    0.1068    l354
   7859     7824  354.4691    0.0868    l354
   7860     7825  354.4791    0.0828    l354
   7861     7827  354.4951    0.0948    l354
   7862     7826  354.4971    0.4288    l354
   7863     7828  354.5091    0.4168    l354
   7864     7829  354.5351    0.4148    l354
   7865     7831  354.5751    0.0068    l354
   7866     7832  354.5991    0.4708    l354
   7867     7834  354.6171    0.4708    l354
   7868        0  354.6191    0.4108    l354
   7869     7835  354.6271    0.2248    l354
   7870     7836  354.6611    0.4808    l354
   7871     7837  354.6711    0.2408    l354
   7872     7836  354.6771    0.4968    l354
   7873     7840  354.7251    0.2988    l354
   7874     7841  354.7471    0.3668    l354
   7875     7844  354.7711    0.3588    l354
   7876     7846  354.7731    0.3248    l354
   7877     7845  354.7731    0.3908    l354
   7878     7846  354.7811    0.3228    l354
   7879     7841  354.7811    0.3688    l354
   7880     7848  354.8131   -0.1872    l354
   7881        0  354.8171    0.2628    l354
   7882     7852  354.8271    0.3388    l354
   7883     7851  354.8371    0.3768    l354
   7884     7852  354.8451    0.3508    l354
   7885     7852  354.8551    0.3408    l354
   7886     7854  354.9371    0.3268    l354
   7887     7859  355.1291   -0.3032    l354
   7888     7860  355.1831   -0.4212    l354
   7889        0  355.1911    0.0228    l354
   7890     7862  355.1971   -0.0852    l354
   7891     7863  355.2011    0.1348    l354
   7892     7864  355.2051   -0.0192    l354
   7893        0  355.2171    0.1448    l354
   7894     7867  355.2291    0.2748    l354
   7895        0  355.2391    0.2588    l354
   7896     7870  355.2551    0.3608    l354
   7897     7874  355.2671   -0.2712    l354
   7898     7875  355.2791   -0.1972    l354
   7899     7876  355.2931    0.3428    l354
   7900     7877  355.3451    0.1468    l354
   7901     7879  355.3891    0.0328    l354
   7902     7881  355.4131    0.1008    l354
   7903        0  355.5036   -0.0590    l357
   7904     7882  355.5396   -0.1050    l357
   7905        0  355.5536    0.2610    l357
   7906     7883  355.5616    0.4870    l357
   7907     7885  355.5776    0.2870    l357
   7908     7886  355.5796    0.2270    l357
   7909     7887  355.5896   -0.0330    l357
   7910     7888  355.6136    0.1510    l357
   7911        0  355.6136    0.3610    l357
   7912        0  355.6156    0.3050    l357
   7913        0  355.6156    0.3070    l357
   7914     7890  355.6396    0.0870    l357
   7915        0  355.6396    0.3790    l357
   7916     7891  355.6396   -0.0570    l357
   7917     7892  355.6416    0.3990    l357
   7918        0  355.6436   -0.2290    l357
   7919        0  355.6496   -0.2210    l357
   7920        0  355.6536    0.0970    l357
   7921     7893  355.6656    0.3770    l357
   7922     7895  355.6876    0.1950    l357
   7923        0  355.6996    0.3450    l357
   7924     7896  355.7336   -0.2470    l357
   7925     7897  355.7396    0.1310    l357
   7926     7898  355.7896   -0.2550    l357
   7927     7899  355.7996    0.1090    l357
   7928     7900  355.8216   -0.1030    l357
   7929     7901  355.8296   -0.4990    l357
   7930        0  355.8996   -0.1830    l357
   7931     7904  355.9356   -0.3450    l357
   7932     7903  355.9376    0.2070    l357
   7933     7905  355.9656   -0.4010    l357
   7934     7906  356.0076   -0.4230    l357
   7935        0  356.0216   -0.1050    l357
   7936     7907  356.2556   -0.0570    l357
   7937        0  356.2656   -0.0970    l357
   7938        0  356.2776    0.2870    l357
   7939     7908  356.3016    0.2870    l357
   7940     7909  356.3036   -0.2030    l357
   7941     7910  356.3036   -0.1170    l357
   7942     7909  356.3116   -0.2130    l357
   7943        0  356.3136    0.3170    l357
   7944        0  356.3176    0.3250    l357
   7945     7909  356.3356   -0.2310    l357
   7946     7911  356.3436   -0.0690    l357
   7947     7912  356.3496    0.2290    l357
   7948     7913  356.3936   -0.0590    l357
   7949     7914  356.4076    0.1290    l357
   7950     7915  356.4096    0.0390    l357
   7951        0  356.4156    0.0650    l357
   7952     7916  356.4256   -0.1390    l357
   7953     7917  356.4296    0.1030    l357
   7954     7918  356.4656    0.0050    l357
   7955        0  356.4716    0.1510    l357
   7956     7919  356.4736    0.0310    l357
   7957     7921  356.4816   -0.1890    l357
   7958     7920  356.4816    0.1910    l357
   7959     7920  356.4916    0.2170    l357
   7960     7923  356.4956    0.0390    l357
   7961        0  356.5196    0.2050    l357
   7962        0  356.5236    0.2130    l357
   7963        0  356.5716    0.2990    l357
   7964     7925  356.5816   -0.1690    l357
   7965     7926  356.5876   -0.4630    l357
   7966     7927  356.5976   -0.5010    l357
   7967        0  356.6056   -0.4430    l357
   7968        0  356.6496    0.1350    l357
   7969     7931  356.6616   -0.2630    l357
   7970        0  356.8016   -0.0550    l357
   7971        0  356.8116    0.3830    l357
   7972     7934  356.8556    0.3270    l357
   7973     7935  356.8636   -0.0030    l357
   7974     7935  356.8756   -0.0230    l357
   7975     7936  356.9496    0.1410    l357
   7976     7937  356.9696   -0.0410    l357
   7977     7938  357.0276    0.0770    l357
   7978     7939  357.0296   -0.1130    l357
   7979     7940  357.0356    0.2030    l357
   7980        0  357.0796   -0.1090    l357
   7981     7941  357.1956   -0.0790    l357
   7982     7942  357.2396   -0.1010    l357
   7983     7943  357.3996    0.3550    l357
   7984        0  357.4156    0.3590    l357
   7985        0  357.4396    0.3590    l357
   7986     7944  357.4536   -0.3370    l357
   7987     7944  357.4576   -0.3370    l357
   7988        0  357.4736    0.1110    l357
   7989     7946  357.4856   -0.0370    l357
   7990     7945  357.4876   -0.3310    l357
   7991     7949  357.5216    0.1930    l357
   7992        0  357.5336    0.2390    l357
   7993        0  357.5536   -0.5490    l357
   7994     7950  357.5576   -0.3210    l357
   7995        0  357.5856    0.3470    l357
   7996        0  357.5956   -0.3270    l357
   7997     7951  357.6336   -0.3250    l357
   7998        0  357.6616   -0.3270    l357
   7999        0  357.6736    0.0530    l357
   8000     7952  357.6976   -0.2910    l357
   8001        0  357.7256   -0.2970    l357
   8002        0  357.7456   -0.2950    l357
   8003     7953  357.7836   -0.1950    l357
   8004     7954  357.7876   -0.3110    l357
   8005     7957  357.8196   -0.3110    l357
   8006     7958  357.8616   -0.1490    l357
   8007     7958  357.8656   -0.1490    l357
   8008     7960  357.9236   -0.3370    l357
   8009     7961  357.9676   -0.1610    l357
   8010     7962  357.9816    0.0590    l357
   8011     7963  357.9996   -0.1530    l357
   8012     7964  358.0096   -0.3310    l357
   8013        0  358.0156   -0.0390    l357
   8014     7966  358.0296   -0.1850    l357
   8015        0  358.0376   -0.0650    l357
   8016        0  358.0436   -0.0430    l357
   8017        0  358.0456   -0.4010    l357
   8018     7967  358.0656   -0.4670    l357
   8019     7968  358.0796   -0.1230    l357
   8020     7968  358.0896   -0.1370    l357
   8021        0  358.0996   -0.2050    l357
   8022     7969  358.1036   -0.4170    l357
   8023     7970  358.1156   -0.1110    l357
   8024     7971  358.1176   -0.0850    l357
   8025        0  358.2116   -0.4590    l357
   8026        0  358.2216   -0.3650    l357
   8027        0  358.2236   -0.0110    l357
   8028     7972  358.2336   -0.4510    l357
   8029        0  358.2356   -0.4630    l357
   8030     7972  358.2416   -0.4230    l357
   8031        0  358.2676    0.3910    l357
   8032     7973  358.2756   -0.4150    l357
   8033     7975  358.3576   -0.4610    l357
   8034     7975  358.3736   -0.4650    l357
   8035        0  358.3836    0.1930    l357
   8036     7976  358.3876   -0.4830    l357
   8037        0  358.3876    0.1890    l357
   8038        0  358.3916   -0.4510    l357
   8039        0  358.3976   -0.4230    l357
   8040     7977  358.4024   -0.0811    l359
   8041        0  358.4104   -0.4031    l359
   8042        0  358.4124   -0.3811    l359
   8043     7978  358.4184   -0.4691    l359
   8044        0  358.4224   -0.0391    l359
   8045        0  358.4224   -0.5191    l359
   8046        0  358.4284    0.0769    l359
   8047     7979  358.4504    0.0529    l359
   8048        0  358.4504   -0.5511    l359
   8049        0  358.4564   -0.0571    l359
   8050        0  358.4564   -0.5591    l359
   8051     7980  358.4604   -0.3891    l359
   8052     7981  358.4924   -0.3531    l359
   8053        0  358.4944   -0.5371    l359
   8054     7982  358.5064   -0.2331    l359
   8055     7983  358.5084   -0.3691    l359
   8056        0  358.5104   -0.0691    l359
   8057     7984  358.5184   -0.5391    l359
   8058     7984  358.5304   -0.5311    l359
   8059     7987  358.5424   -0.3411    l359
   8060     7986  358.5424   -0.1011    l359
   8061     7988  358.5544   -0.3771    l359
   8062     7989  358.5644   -0.3651    l359
   8063     7990  358.5664    0.0809    l359
   8064        0  358.5704   -0.0671    l359
   8065     7991  358.5744   -0.3031    l359
   8066     7992  358.5764   -0.1891    l359
   8067        0  358.5864   -0.3331    l359
   8068     7991  358.5864   -0.2991    l359
   8069     7993  358.5864   -0.1351    l359
   8070     7990  358.5864    0.0789    l359
   8071        0  358.6004   -0.4291    l359
   8072     7996  358.6004   -0.0771    l359
   8073     7995  358.6004   -0.0571    l359
   8074     7998  358.6004    0.0669    l359
   8075     7997  358.6084   -0.5091    l359
   8076     8001  358.6164   -0.1131    l359
   8077        0  358.6164   -0.0091    l359
   8078     8000  358.6224   -0.1991    l359
   8079     8002  358.6264    0.0069    l359
   8080     8001  358.6284   -0.1151    l359
   8081     8003  358.6344    0.0629    l359
   8082     8005  358.6424   -0.4811    l359
   8083     8004  358.6424   -0.3891    l359
   8084        0  358.6544    0.1169    l359
   8085        0  358.6644    0.0429    l359
   8086        0  358.6664    0.0969    l359
   8087     8013  358.6684   -0.1191    l359
   8088     8008  358.6704   -0.4511    l359
   8089     8009  358.6784   -0.4551    l359
   8090     8012  358.6784   -0.0271    l359
   8091     8009  358.6804   -0.4811    l359
   8092     8011  358.6804   -0.1751    l359
   8093        0  358.6804    0.0269    l359
   8094     8013  358.6844   -0.1151    l359
   8095        0  358.6844    0.1029    l359
   8096        0  358.6964    0.0529    l359
   8097     8014  358.7024   -0.2471    l359
   8098        0  358.7044   -0.4171    l359
   8099     8019  358.7044   -0.0991    l359
   8100     8015  358.7064   -0.0251    l359
   8101        0  358.7084    0.2349    l359
   8102        0  358.7164    0.2269    l359
   8103        0  358.7164    0.2749    l359
   8104     8017  358.7204    0.0109    l359
   8105     8019  358.7224   -0.1271    l359
   8106     8020  358.7244   -0.2211    l359
   8107     8018  358.7244   -0.0131    l359
   8108        0  358.7304   -0.2551    l359
   8109     8021  358.7344   -0.4211    l359
   8110        0  358.7404    0.2449    l359
   8111        0  358.7424    0.1309    l359
   8112        0  358.7444   -0.1631    l359
   8113     8022  358.7444   -0.0311    l359
   8114     8025  358.7464    0.0129    l359
